id,title,type,release_year,decade,age_certification,runtime,runtime_is_missing,seasons,imdb_score,imdb_votes,tmdb_score,tmdb_popularity,has_any_rating,primary_genre,genre_count,primary_country,country_count
ts55982,Anne with an E,SHOW,2017,2010,TV-G,46,0,3.0,8.7,52756.0,8.8,150.37,1,drama,2,CA,1
tm244174,Okja,MOVIE,2017,2010,PG-13,122,0,,7.3,116305.0,7.415,25.911,1,scifi,4,KR,2
ts76243,The End of the F***ing World,SHOW,2017,2010,TV-MA,21,0,2.0,8.1,182217.0,8.2,50.694,1,drama,5,GB,1
ts77852,Trolls: The Beat Goes On!,SHOW,2018,2010,TV-G,20,0,8.0,5.8,806.0,8.6,21.406,1,comedy,5,US,1
ts56969,Atypical,SHOW,2017,2010,TV-14,31,0,4.0,8.3,81643.0,8.3,37.513,1,comedy,2,US,1
tm288010,Final Score,MOVIE,2018,2010,R,104,0,,5.7,11967.0,6.1,17.411,1,action,3,GB,2
ts39015,A Series of Unfortunate Events,SHOW,2017,2010,TV-PG,47,0,3.0,7.8,59959.0,7.345,55.144,1,drama,4,US,1
ts81208,Charmed,SHOW,2018,2010,TV-14,40,0,4.0,4.6,16533.0,7.427,92.694,1,drama,3,US,1
tm300280,Rumble: The Indians Who Rocked the World,MOVIE,2017,2010,Not Rated,103,0,,7.7,830.0,8.2,1.771,1,music,2,CA,1
tm244364,The Nightingale,MOVIE,2018,2010,R,136,0,,7.3,29758.0,7.2,25.696,1,thriller,3,AU,1
ts58155,Alias Grace,SHOW,2017,2010,TV-MA,44,0,1.0,7.7,32177.0,7.3,13.586,1,drama,4,CA,1
ts269185,Cold Case Files,SHOW,2017,2010,TV-14,42,0,2.0,7.9,1292.0,8.0,2.879,1,crime,2,US,1
ts53198,One Day at a Time,SHOW,2017,2010,TV-PG,28,0,4.0,8.1,16167.0,8.1,17.017,1,comedy,2,US,1
tm359978,Forgotten,MOVIE,2017,2010,Not Rated,109,0,,7.4,31208.0,8.0,33.53,1,thriller,3,KR,1
tm414073,Backtrace,MOVIE,2018,2010,R,92,0,,3.8,4453.0,5.4,19.984,1,crime,4,CA,2
ts84328,The Bureau of Magical Things,SHOW,2018,2010,TV-G,24,0,2.0,6.7,2152.0,7.5,20.189,1,scifi,4,AU,1
ts53545,Santa Clarita Diet,SHOW,2017,2010,TV-MA,29,0,3.0,7.8,66326.0,7.5,19.982,1,comedy,2,US,1
ts58367,Safe,SHOW,2018,2010,TV-MA,45,0,1.0,7.2,42239.0,6.9,9.531,1,drama,4,GB,1
ts55798,Stranger,SHOW,2017,2010,TV-MA,64,0,2.0,8.5,8066.0,8.5,25.007,1,crime,6,KR,1
tm412550,Set It Up,MOVIE,2018,2010,R,105,0,,6.5,51861.0,6.9,18.364,1,romance,2,US,1
tm299741,Crooked House,MOVIE,2017,2010,PG-13,115,0,,6.3,24033.0,6.4,10.188,1,drama,3,GB,1
tm239286,The Cloverfield Paradox,MOVIE,2018,2010,PG-13,102,0,,5.5,104068.0,5.6,21.122,1,horror,5,US,1
tm272060,What Happened to Monday,MOVIE,2017,2010,R,123,0,,6.8,121772.0,7.2,60.669,1,scifi,6,FR,5
ts241248,Cocomelon,SHOW,2018,2010,TV-PG,6,0,4.0,4.7,570.0,7.1,3.372,1,animation,3,US,2
tm266666,Gerald's Game,MOVIE,2017,2010,Not Rated,104,0,,6.5,106451.0,6.4,21.014,1,horror,3,US,1
tm288499,Roma,MOVIE,2018,2010,R,135,0,,7.7,155787.0,7.7,12.745,1,drama,2,US,2
tm370212,Adrift,MOVIE,2018,2010,PG-13,96,0,,6.6,55597.0,6.9,17.991,1,action,5,HK,3
tm244191,The Beguiled,MOVIE,2017,2010,R,93,0,,6.8,21.0,5.9,26.24,1,drama,4,US,1
ts72247,Disenchantment,SHOW,2018,2010,TV-14,28,0,4.0,7.2,59907.0,7.561,49.462,1,scifi,5,US,1
ts75879,Big Mouth,SHOW,2017,2010,TV-MA,27,0,6.0,7.9,76088.0,7.9,61.436,1,comedy,3,US,1
tm350379,Ghostland,MOVIE,2018,2010,R,91,0,,6.4,31379.0,7.4,34.263,1,thriller,4,CA,2
ts74809,Knightfall,SHOW,2017,2010,TV-14,44,0,2.0,6.7,20112.0,7.0,28.09,1,action,3,US,1
ts55720,GLOW,SHOW,2017,2010,TV-MA,34,0,4.0,8.0,45533.0,7.4,17.486,1,drama,4,US,1
tm350,The Bad Batch,MOVIE,2017,2010,R,119,0,,5.2,31275.0,5.3,18.249,1,drama,5,US,1
ts312241,Oats Studios,SHOW,2017,2010,TV-MA,12,0,1.0,6.4,1512.0,8.0,8.612,1,scifi,2,US,1
tm320570,Tully,MOVIE,2018,2010,R,96,0,,7.0,57576.0,6.8,13.592,1,comedy,2,CA,2
ts52821,Watership Down,SHOW,2018,2010,TV-PG,50,0,1.0,7.2,6175.0,6.9,10.0,1,animation,5,GB,1
tm357589,The Guernsey Literary & Potato Peel Pie Society,MOVIE,2018,2010,Not Rated,124,0,,7.3,45626.0,7.5,12.645,1,drama,4,GB,3
ts82189,BAKI,SHOW,2018,2010,TV-MA,24,0,3.0,6.7,6041.0,8.1,207.49,1,drama,5,JP,1
tm233482,The Foreigner,MOVIE,2017,2010,R,113,0,,7.0,113338.0,6.8,32.05,1,action,5,IN,4
tm320281,"Can't Stop, Won't Stop: A Bad Boy Story",MOVIE,2017,2010,R,80,0,,5.3,735.0,6.4,4.174,1,music,2,US,1
tm319818,Outlaw King,MOVIE,2018,2010,R,121,0,,6.9,70822.0,6.8,24.14,1,action,4,US,2
tm414887,Destination Wedding,MOVIE,2018,2010,R,90,0,,6.0,29546.0,5.7,19.069,1,drama,3,US,1
ts82849,The Kominsky Method,SHOW,2018,2010,TV-MA,26,0,3.0,8.2,38900.0,7.6,18.106,1,drama,2,US,1
ts55781,Black Spot,SHOW,2017,2010,TV-MA,55,0,2.0,7.4,11068.0,7.0,17.457,1,drama,5,BE,2
ts78305,Elite,SHOW,2018,2010,TV-MA,48,0,5.0,7.4,75337.0,8.1,224.739,1,thriller,3,ES,1
ts56648,The Keepers,SHOW,2017,2010,TV-MA,56,0,1.0,8.2,14.0,7.5,8.556,1,documentation,5,US,1
ts42294,13 Reasons Why,SHOW,2017,2010,TV-MA,58,0,4.0,7.5,286015.0,7.748,80.574,1,drama,2,US,1
tm374132,Bird Box,MOVIE,2018,2010,R,124,0,,6.6,331070.0,6.9,47.18,1,thriller,4,US,1
tm280828,The Babysitter,MOVIE,2017,2010,R,85,0,,6.4,86953.0,6.102,52.287,1,comedy,2,US,1
ts54054,Imposters,SHOW,2017,2010,TV-14,43,0,2.0,7.8,13529.0,7.3,17.273,1,drama,4,US,1
ts77518,Teasing Master Takagi-san,SHOW,2018,2010,TV-PG,24,0,3.0,7.7,2153.0,8.274,49.106,1,animation,3,JP,1
ts82526,Narcos: Mexico,SHOW,2018,2010,TV-MA,58,0,3.0,8.4,82042.0,7.9,92.102,1,drama,2,US,1
ts57055,Black Lightning,SHOW,2018,2010,TV-14,41,0,4.0,6.1,24646.0,7.2,45.271,1,action,3,US,1
ts84574,Salt Fat Acid Heat,SHOW,2018,2010,Not Rated,43,0,1.0,7.7,2447.0,8.3,4.037,1,documentation,1,US,1
tm371380,The Package,MOVIE,2018,2010,R,94,0,,5.5,17858.0,6.0,20.72,1,comedy,3,US,1
tm244197,Replicas,MOVIE,2018,2010,PG-13,94,0,,5.5,37340.0,6.1,27.644,1,scifi,3,PR,4
tm420348,Cam,MOVIE,2018,2010,Not Rated,95,0,,5.9,31542.0,5.8,12.204,1,thriller,3,US,1
ts77563,Mystery Science Theater 3000,SHOW,2017,2010,TV-14,86,0,2.0,8.1,3656.0,8.0,3.279,1,scifi,5,US,1
ts76458,Deadwind,SHOW,2018,2010,TV-MA,46,0,3.0,7.2,9068.0,6.6,18.234,1,crime,3,FI,1
ts77824,My Next Guest Needs No Introduction With David Letterman,SHOW,2018,2010,TV-MA,50,0,4.0,7.8,5581.0,7.6,8.217,1,,0,US,1
ts77197,Seven Seconds,SHOW,2018,2010,TV-MA,62,0,1.0,7.7,15323.0,7.4,9.766,1,crime,2,US,1
ts78558,Queer Eye,SHOW,2018,2010,TV-14,47,0,6.0,8.5,18710.0,7.8,15.751,1,reality,1,US,1
ts76869,Violet Evergarden,SHOW,2018,2010,TV-14,25,0,1.0,8.4,20919.0,8.674,43.782,1,animation,5,JP,1
ts84280,Rascal Does Not Dream of Bunny Girl Senpai,SHOW,2018,2010,TV-14,25,0,1.0,8.1,11117.0,8.8,61.635,1,comedy,6,JP,1
tm435086,Level 16,MOVIE,2018,2010,Not Rated,102,0,,6.0,11823.0,6.8,69.48,1,scifi,4,CA,1
tm414285,Abducted in Plain Sight,MOVIE,2018,2010,Not Rated,91,0,,6.8,18165.0,6.4,9.689,1,crime,4,US,1
tm244206,The Meyerowitz Stories (New and Selected),MOVIE,2017,2010,Not Rated,112,0,,6.9,48223.0,6.5,12.045,1,comedy,2,US,1
ts79926,James Acaster: Repertoire,SHOW,2018,2010,TV-14,52,0,1.0,8.4,3686.0,8.4,2.462,1,comedy,1,GB,1
tm273294,I Don't Feel at Home in This World Anymore,MOVIE,2017,2010,Not Rated,93,0,,6.9,55549.0,6.5,12.544,1,drama,5,US,1
tm280060,Step Sisters,MOVIE,2018,2010,PG-13,104,0,,5.4,4496.0,6.5,9.814,1,comedy,1,US,1
ts76865,Devilman Crybaby,SHOW,2018,2010,TV-MA,25,0,1.0,7.6,19465.0,7.887,37.228,1,animation,6,JP,1
tm226948,The Shack,MOVIE,2017,2010,PG-13,132,0,,6.2,35748.0,7.5,110.758,1,drama,2,US,1
ts83999,Hilda,SHOW,2018,2010,TV-Y7,25,0,2.0,8.5,10283.0,8.3,18.535,1,animation,6,GB,1
tm371900,Calibre,MOVIE,2018,2010,Not Rated,101,0,,6.8,28788.0,6.5,9.761,1,thriller,2,GB,1
tm271951,Apostle,MOVIE,2018,2010,R,130,0,,6.3,51890.0,6.1,14.414,1,thriller,4,US,2
tm244332,Beirut,MOVIE,2018,2010,R,110,0,,6.4,22065.0,6.3,10.945,1,thriller,4,US,1
tm410435,To All the Boys I've Loved Before,MOVIE,2018,2010,PG-13,100,0,,7.1,101175.0,7.7,83.421,1,comedy,3,US,1
ts78430,Collateral,SHOW,2018,2010,TV-MA,57,0,1.0,6.7,17774.0,6.4,23.364,1,thriller,3,GB,1
ts82228,Cells at Work!,SHOW,2018,2010,TV-14,23,0,2.0,7.5,2270.0,8.3,16.706,1,comedy,4,JP,1
ts58025,My Little Pony: Equestria Girls,SHOW,2017,2010,TV-Y,22,0,1.0,6.5,661.0,8.1,11.9,1,animation,4,US,1
ts82597,The Dragon Prince,SHOW,2018,2010,TV-Y7,27,0,3.0,8.4,22187.0,8.3,31.275,1,action,7,US,1
tm362881,Mirai,MOVIE,2018,2010,PG,94,0,,7.0,14983.0,7.2,52.562,1,fantasy,4,JP,1
ts87369,Rust Valley Restorers,SHOW,2018,2010,TV-14,50,0,4.0,7.7,2848.0,8.1,12.127,1,documentation,1,CA,1
tm221953,Bāhubali 2: The Conclusion,MOVIE,2017,2010,Not Rated,168,0,,8.2,94421.0,7.3,38.877,1,fantasy,3,IN,1
tm227940,Berlin Syndrome,MOVIE,2017,2010,R,116,0,,6.2,25149.0,6.0,15.339,1,horror,3,AU,1
tm311815,Icarus,MOVIE,2017,2010,Not Rated,121,0,,7.9,49269.0,7.7,9.623,1,documentation,3,US,1
ts55645,Five Came Back,SHOW,2017,2010,TV-MA,65,0,1.0,8.3,4671.0,7.7,5.86,1,war,3,US,1
ts81331,She-Ra and the Princesses of Power,SHOW,2018,2010,TV-Y7,24,0,5.0,7.8,15584.0,8.8,26.73,1,scifi,7,US,1
tm362098,The Kindergarten Teacher,MOVIE,2018,2010,R,96,0,,6.7,15974.0,6.6,15.809,1,drama,3,US,1
ts80856,Chilling Adventures of Sabrina,SHOW,2018,2010,TV-14,57,0,4.0,7.4,91958.0,8.306,80.61,1,thriller,5,US,1
tm317542,1922,MOVIE,2017,2010,Not Rated,101,0,,6.2,62508.0,5.9,17.275,1,horror,5,US,1
tm313683,Veronica,MOVIE,2017,2010,R,105,0,,6.2,41284.0,6.2,55.175,1,horror,1,ES,1
tm414220,Little Italy,MOVIE,2018,2010,R,102,0,,5.7,14829.0,6.8,15.703,1,romance,2,CA,2
tm299677,Hold the Dark,MOVIE,2018,2010,Not Rated,126,0,,5.6,36928.0,5.318,16.591,1,thriller,5,US,1
tm244325,Mute,MOVIE,2018,2010,R,126,0,,5.4,35158.0,5.6,15.734,1,scifi,3,GB,2
tm435916,The Perfection,MOVIE,2018,2010,Not Rated,90,0,,6.1,42403.0,6.5,12.684,1,horror,4,US,1
tm433228,Red Joan,MOVIE,2018,2010,R,101,0,,6.4,12452.0,6.7,13.425,1,thriller,4,GB,1
tm244307,Bright,MOVIE,2017,2010,R,117,0,,6.3,185996.0,6.2,36.593,1,fantasy,5,US,1
ts80705,Evil Genius,SHOW,2018,2010,TV-MA,48,0,1.0,7.5,27987.0,7.5,9.635,1,documentation,2,US,1
ts78080,Everything Sucks!,SHOW,2018,2010,TV-14,24,0,1.0,7.5,18621.0,7.8,17.251,1,drama,2,US,1
tm346943,Kodachrome,MOVIE,2017,2010,Not Rated,105,0,,6.8,16821.0,6.8,8.641,1,drama,3,US,1
tm233362,The Discovery,MOVIE,2017,2010,Not Rated,102,0,,6.2,34092.0,6.3,11.237,1,scifi,4,US,1
ts80035,Nightflyers,SHOW,2018,2010,TV-MA,44,0,1.0,5.8,13222.0,5.6,10.291,1,scifi,4,US,1
ts82560,Dark Tourist,SHOW,2018,2010,TV-MA,41,0,1.0,7.5,7233.0,6.5,6.668,1,action,2,NZ,1
tm310706,Extinction,MOVIE,2018,2010,R,96,0,,5.8,52635.0,6.009,28.029,1,scifi,4,US,1
tm244233,The Book of Henry,MOVIE,2017,2010,PG-13,106,0,,6.5,27262.0,7.5,17.456,1,drama,3,US,1
tm317566,Creep 2,MOVIE,2017,2010,R,80,0,,6.4,25671.0,6.322,14.489,1,thriller,4,US,1
tm422491,Speed Kills,MOVIE,2018,2010,R,102,0,,4.2,3244.0,5.6,14.407,1,thriller,4,US,2
tm449070,Black Mirror: Bandersnatch,MOVIE,2018,2010,R,90,0,,7.1,125229.0,6.8,17.397,1,drama,4,GB,2
tm315340,The Night Comes for Us,MOVIE,2018,2010,R,121,0,,6.9,25839.0,6.8,12.473,1,action,3,ID,1
tm307283,Cargo,MOVIE,2017,2010,Not Rated,105,0,,6.3,43232.0,6.4,18.142,1,drama,4,AU,1
ts84010,Pine Gap,SHOW,2018,2010,TV-MA,56,0,1.0,7.1,5007.0,7.3,10.479,1,drama,2,AU,1
tm366567,When We First Met,MOVIE,2018,2010,PG-13,97,0,,6.4,48885.0,6.6,15.879,1,fantasy,3,US,1
ts55962,Dear White People,SHOW,2017,2010,TV-MA,30,0,4.0,6.1,25232.0,6.4,16.376,1,comedy,2,US,1
tm300615,Mudbound,MOVIE,2017,2010,R,135,0,,7.4,47676.0,7.4,9.749,1,drama,2,US,1
ts56480,Troy: Fall of a City,SHOW,2018,2010,TV-MA,58,0,1.0,3.9,13815.0,6.5,12.655,1,action,4,GB,1
tm243326,Anon,MOVIE,2018,2010,R,100,0,,6.1,42608.0,5.919,21.915,1,scifi,6,US,2
ts57424,The Forest,SHOW,2017,2010,TV-MA,52,0,1.0,7.2,10234.0,7.1,18.051,1,drama,4,FR,1
ts56511,Cable Girls,SHOW,2017,2010,TV-MA,46,0,5.0,7.6,13855.0,7.9,44.083,1,drama,3,ES,1
tm349803,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",MOVIE,2017,2010,Not Rated,94,0,,7.6,25948.0,7.6,10.704,1,documentation,2,CA,2
tm323634,A-X-L,MOVIE,2018,2010,PG-13,98,0,,5.3,11920.0,6.3,32.431,1,scifi,5,US,1
tm316414,Hell Fest,MOVIE,2018,2010,R,88,0,,5.5,16976.0,5.6,15.417,1,horror,2,US,1
ts80523,Aggretsuko,SHOW,2018,2010,TV-14,17,0,4.0,8.0,6195.0,7.2,13.244,1,animation,5,JP,1
tm434202,Malevolent,MOVIE,2018,2010,Not Rated,89,0,,4.8,13772.0,5.0,8.289,1,horror,2,GB,1
ts75772,Jack Whitehall: Travels with My Father,SHOW,2017,2010,TV-MA,48,0,5.0,7.6,5482.0,7.4,5.014,1,reality,4,GB,1
ts121489,Two Sentence Horror Stories,SHOW,2017,2010,TV-14,22,0,4.0,5.5,1900.0,5.6,8.441,1,drama,3,US,1
ts77957,Dirty Money,SHOW,2018,2010,TV-14,63,0,2.0,8.1,9159.0,7.3,11.301,1,documentation,2,US,1
ts78452,Requiem,SHOW,2018,2010,TV-MA,58,0,1.0,6.4,6553.0,6.6,11.958,1,drama,4,GB,1
ts78356,The Rain,SHOW,2018,2010,TV-MA,43,0,3.0,7.3,616.0,7.415,98.788,1,scifi,3,DK,1
ts86296,Sunderland 'Til I Die,SHOW,2018,2010,TV-MA,41,0,2.0,8.1,8113.0,8.0,5.099,1,documentation,2,GB,1
tm410742,Happy as Lazzaro,MOVIE,2018,2010,PG-13,125,0,,7.5,18006.0,7.4,8.295,1,fantasy,3,IT,3
ts79422,Nailed It!,SHOW,2018,2010,TV-PG,33,0,6.0,7.4,4742.0,7.6,8.521,1,reality,2,US,1
ts78298,My Mister,SHOW,2018,2010,TV-14,70,0,1.0,9.1,6043.0,8.9,13.025,1,drama,2,KR,1
ts88783,Bakugan: Battle Planet,SHOW,2018,2010,TV-Y7,20,0,4.0,4.9,225.0,6.8,14.694,1,animation,6,JP,1
tm244229,Everybody Knows,MOVIE,2018,2010,R,132,0,,6.9,34365.0,6.5,11.374,1,drama,4,IT,3
ts56038,Dave Chappelle,SHOW,2017,2010,Not Rated,66,0,1.0,8.7,2798.0,7.6,4.516,1,comedy,2,US,1
ts57439,Damnation,SHOW,2017,2010,TV-MA,43,0,1.0,7.6,8313.0,7.0,9.193,1,western,3,US,1
ts53936,Innocent,SHOW,2017,2010,TV-14,51,0,1.0,8.4,17727.0,8.1,7.297,1,drama,3,TR,1
ts56481,Great News,SHOW,2017,2010,TV-PG,21,0,2.0,7.0,6810.0,6.5,8.665,1,comedy,1,US,1
tm348993,22 July,MOVIE,2018,2010,R,143,0,,6.8,33609.0,7.2,33.575,1,thriller,5,US,3
tm427308,Falls Around Her,MOVIE,2018,2010,Not Rated,100,0,,6.3,127.0,7.0,1.339,1,drama,3,CA,1
ts85895,Better Than Us,SHOW,2018,2010,TV-MA,52,0,2.0,7.3,8792.0,7.4,14.306,1,scifi,2,RU,1
ts82302,Insatiable,SHOW,2018,2010,TV-MA,46,0,2.0,6.5,28006.0,7.9,81.348,1,drama,3,US,1
tm245176,Sand Castle,MOVIE,2017,2010,Not Rated,113,0,,6.3,23158.0,6.5,27.077,1,war,3,IQ,2
ts82281,Zoids Wild,SHOW,2018,2010,TV-Y7,21,0,1.0,6.2,27.0,,11.922,1,action,4,JP,1
ts81344,Explained,SHOW,2018,2010,TV-MA,21,0,3.0,8.0,9079.0,7.7,11.637,1,documentation,1,US,1
tm240076,Buster's Mal Heart,MOVIE,2017,2010,Not Rated,96,0,,6.2,10490.0,6.2,6.82,1,drama,3,US,1
ts77525,The Toys That Made Us,SHOW,2017,2010,TV-14,45,0,3.0,8.0,5651.0,7.7,5.924,1,documentation,3,US,1
tm298084,On Body and Soul,MOVIE,2017,2010,Not Rated,116,0,,7.5,27504.0,7.2,7.285,1,drama,3,HU,1
tm423436,Ben Is Back,MOVIE,2018,2010,R,103,0,,6.7,21735.0,6.6,12.478,1,drama,2,US,1
ts85568,Perfume,SHOW,2018,2010,TV-MA,58,0,1.0,7.1,8536.0,6.9,17.902,1,crime,3,DE,1
ts77474,Mr. Sunshine,SHOW,2018,2010,TV-MA,76,0,1.0,8.7,7054.0,8.516,16.097,1,drama,5,KR,1
tm368449,Private Life,MOVIE,2018,2010,R,123,0,,7.2,19023.0,7.0,7.974,1,comedy,2,US,1
tm433381,Mirage,MOVIE,2018,2010,R,129,0,,7.4,54188.0,7.5,19.839,1,fantasy,5,ES,1
tm349278,Ravenous,MOVIE,2017,2010,Not Rated,103,0,,5.8,9205.0,5.8,10.328,1,drama,5,CA,1
tm363488,RBG,MOVIE,2018,2010,PG,98,0,,7.6,14182.0,7.6,8.258,1,documentation,1,US,1
tm315424,An Evening with Beverly Luff Linn,MOVIE,2018,2010,R,108,0,,5.8,5457.0,5.8,5.109,1,crime,2,GB,2
ts57303,Friends from College,SHOW,2017,2010,TV-MA,30,0,2.0,6.9,20555.0,6.5,6.906,1,comedy,2,US,1
tm310899,Mary Magdalene,MOVIE,2018,2010,R,120,0,,5.9,10364.0,6.3,54.725,1,drama,2,US,3
ts56594,Disjointed,SHOW,2017,2010,TV-MA,28,0,2.0,6.7,10153.0,5.8,14.558,1,comedy,1,US,1
ts76313,Sisters,SHOW,2017,2010,TV-14,39,0,1.0,7.4,1756.0,8.6,3.589,1,drama,2,AU,1
tm417496,Dumplin',MOVIE,2018,2010,PG-13,110,0,,6.5,33689.0,6.8,11.4,1,comedy,2,US,1
tm352588,Tau,MOVIE,2018,2010,R,97,0,,5.8,31218.0,6.2,10.801,1,scifi,3,US,1
ts79660,Creeped Out,SHOW,2017,2010,TV-PG,26,0,2.0,6.6,1890.0,7.3,24.556,1,scifi,9,CA,2
tm314477,Skins,MOVIE,2017,2010,Not Rated,78,0,,6.1,5892.0,6.6,14.034,1,drama,4,ES,1
ts75263,Wormwood,SHOW,2017,2010,TV-14,43,0,1.0,7.0,4239.0,6.2,1.898,1,crime,4,US,1
tm368241,Duck Butter,MOVIE,2018,2010,Not Rated,94,0,,5.2,3978.0,5.5,10.766,1,comedy,3,US,1
tm503797,Never Stop Dreaming: The Life and Legacy of Shimon Peres,MOVIE,2018,2010,Not Rated,129,0,,,,5.5,3.532,1,documentation,1,US,1
tm244175,The Zookeeper's Wife,MOVIE,2017,2010,PG-13,126,0,,7.0,43091.0,7.4,23.231,1,war,3,CZ,3
tm321224,"Game Over, Man!",MOVIE,2018,2010,R,100,0,,5.4,30218.0,5.5,14.358,1,comedy,2,US,1
ts90596,Polly Pocket,SHOW,2018,2010,Not Rated,15,0,3.0,6.0,125.0,6.8,11.971,1,fantasy,4,US,3
tm416105,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,MOVIE,2018,2010,Not Rated,74,0,,7.1,2616.0,6.6,3.734,1,comedy,1,US,1
tm285107,Victoria & Abdul,MOVIE,2017,2010,PG-13,111,0,,6.8,35690.0,7.0,11.743,1,drama,2,GB,2
tm319882,Hampstead,MOVIE,2017,2010,PG-13,102,0,,6.0,6449.0,6.0,10.323,1,comedy,3,GB,1
tm420274,Hannah Gadsby: Nanette,MOVIE,2018,2010,Not Rated,69,0,,8.1,12375.0,8.1,7.538,1,comedy,2,AU,1
tm233294,War Machine,MOVIE,2017,2010,R,122,0,,6.0,46276.0,5.552,12.235,1,drama,3,US,1
tm320255,Bad Genius,MOVIE,2017,2010,PG-13,130,0,,7.6,20571.0,8.0,20.398,1,comedy,4,TH,1
ts83745,Norm Macdonald Has a Show,SHOW,2018,2010,Not Rated,30,0,1.0,8.5,3593.0,8.2,2.09,1,comedy,1,US,1
ts57814,Kakegurui,SHOW,2017,2010,TV-14,24,0,2.0,7.2,9035.0,8.3,54.832,1,drama,4,JP,1
ts85810,Al Hayba,SHOW,2017,2010,TV-PG,44,0,5.0,7.3,1288.0,6.3,70.264,1,drama,5,AE,1
tm412623,The Kissing Booth,MOVIE,2018,2010,Not Rated,105,0,,5.9,82858.0,7.3,77.096,1,comedy,2,GB,1
ts84904,Tidelands,SHOW,2018,2010,TV-MA,42,0,1.0,6.8,7876.0,6.8,16.069,1,scifi,4,AU,1
tm374313,The Forgiven,MOVIE,2018,2010,R,115,0,,5.9,2479.0,6.1,6.197,1,thriller,1,GB,2
ts41527,Gypsy,SHOW,2017,2010,TV-MA,59,0,1.0,6.8,16229.0,6.4,13.857,1,drama,2,US,1
tm411311,King of Thieves,MOVIE,2018,2010,R,108,0,,5.5,14418.0,5.4,9.215,1,drama,3,GB,1
ts215037,Minecraft: Story Mode,SHOW,2018,2010,TV-PG,52,0,1.0,5.6,347.0,,,1,,0,US,1
tm368040,The Titan,MOVIE,2018,2010,R,97,0,,4.8,30698.0,5.4,17.97,1,scifi,5,US,3
tm324155,Security,MOVIE,2017,2010,R,87,0,,5.7,18943.0,6.2,31.419,1,thriller,4,US,1
ts84533,Transformers: Cyberverse,SHOW,2018,2010,TV-Y7,11,0,3.0,6.6,359.0,6.6,7.273,1,action,3,US,1
tm244148,Mowgli: Legend of the Jungle,MOVIE,2018,2010,PG-13,105,0,,6.5,61622.0,6.5,24.646,1,action,3,GB,2
ts55231,Abstract: The Art of Design,SHOW,2017,2010,TV-14,45,0,2.0,8.4,5306.0,8.0,12.42,1,documentation,1,US,1
tm363248,A Futile and Stupid Gesture,MOVIE,2018,2010,Not Rated,101,0,,6.7,16158.0,6.5,10.633,1,comedy,1,US,1
ts57082,White Gold,SHOW,2017,2010,TV-MA,29,0,2.0,7.4,11233.0,6.9,5.878,1,comedy,2,GB,1
tm420745,How It Ends,MOVIE,2018,2010,Not Rated,113,0,,5.0,52709.0,5.3,18.214,1,scifi,4,US,2
tm217228,Death Note,MOVIE,2017,2010,NC-17,101,0,,4.5,84119.0,4.2,22.306,1,horror,6,US,1
ts83455,Wanderlust,SHOW,2018,2010,TV-MA,57,0,1.0,7.0,5312.0,6.5,5.968,1,drama,1,,0
ts79234,The Boss Baby: Back in Business,SHOW,2018,2010,TV-G,23,0,4.0,6.4,3736.0,7.0,82.194,1,action,5,US,1
tm426274,The After Party,MOVIE,2018,2010,Not Rated,89,0,,5.7,4405.0,6.2,10.276,1,comedy,3,US,1
tm363103,Perfect Bid: The Contestant Who Knew Too Much,MOVIE,2017,2010,Not Rated,72,0,,6.5,2665.0,6.5,4.334,1,documentation,2,CA,1
tm139885,The Other Side of the Wind,MOVIE,2018,2010,R,122,0,,6.7,7104.0,6.7,7.453,1,drama,2,IR,3
ts84056,Unauthorized Living,SHOW,2018,2010,TV-MA,75,0,2.0,7.4,4764.0,7.3,29.714,1,drama,1,ES,1
tm244317,To the Bone,MOVIE,2017,2010,Not Rated,107,0,,6.8,47025.0,7.2,22.167,1,drama,1,US,1
tm219259,Goon: Last of the Enforcers,MOVIE,2017,2010,R,101,0,,5.8,13717.0,5.7,13.329,1,comedy,2,CA,1
ts86169,The Innocent Man,SHOW,2018,2010,TV-MA,47,0,1.0,7.3,5950.0,7.0,6.592,1,documentation,2,US,1
ts57947,Unit 42,SHOW,2017,2010,Not Rated,48,0,2.0,6.9,2387.0,6.6,9.078,1,crime,4,BE,1
ts113109,Numberblocks,SHOW,2017,2010,TV-Y,5,0,5.0,8.6,212.0,9.5,10.667,1,animation,1,GB,1
ts56670,Hot Girls Wanted: Turned On,SHOW,2017,2010,TV-MA,47,0,1.0,6.6,2210.0,7.1,13.181,1,documentation,1,US,1
tm370232,We the Animals,MOVIE,2018,2010,R,94,0,,6.9,4303.0,6.5,6.702,1,drama,1,US,1
tm431347,Reversing Roe,MOVIE,2018,2010,Not Rated,99,0,,7.5,1400.0,7.5,4.004,1,documentation,1,US,1
tm211554,Beyond Skyline,MOVIE,2017,2010,R,105,0,,5.3,21834.0,5.2,10.535,1,scifi,4,GB,6
ts75164,VeggieTales in the City,SHOW,2017,2010,TV-Y,23,0,3.0,5.5,113.0,7.6,2.839,1,comedy,4,US,1
ts57210,Valor,SHOW,2017,2010,TV-14,42,0,1.0,5.8,3184.0,6.5,5.658,1,drama,1,US,1
